4,2,5,0,0,37,09,1
4,1,24,0,0,56,09,0
4,1,24,0,0,56,09,0
1,2,36,0,0,3,09,0
2,2,26,0,0,3,09,0
4,1,22,0,0,3,09,1
2,2,26,0,0,2,09,0
4,2,5,0,0,29,09,35
3,1,26,0,0,3,09,0
2,1,41,0,0,11,09,1
1,2,20,0,0,2,09,1
3,1,27,0,0,4,09,1
2,1,42,0,0,11,09,0
3,1,26,0,0,4,09,2
4,1,21,0,0,56,09,0
2,1,40,0,0,3,09,0
2,1,41,0,0,3,09,1
2,1,41,0,0,11,09,0
4,1,24,0,0,56,09,1
3,1,26,0,0,3,09,0
4,1,21,0,0,56,09,0
2,1,42,0,0,11,09,0
2,2,26,0,0,2,09,0
1,2,36,0,0,3,09,1
2,1,42,0,0,11,09,0
2,1,41,0,0,11,09,0
3,1,26,0,0,3,09,0
1,2,36,0,0,3,09,0
2,1,42,0,0,11,09,1
1,1,64,0,0,12,09,0
4,1,24,0,0,56,09,0
4,1,24,0,0,56,09,0
2,1,42,0,0,11,09,0
2,1,42,0,0,11,09,0
2,1,42,0,0,11,09,0
4,2,5,0,0,37,09,1
2,1,42,0,0,11,09,0
4,1,21,0,0,56,09,0
3,1,26,0,0,3,09,0
4,1,22,0,0,3,09,0
3,1,27,0,0,3,09,0
1,1,63,0,0,4,09,1
1,1,63,0,0,12,09,1
3,2,5,0,0,253,09,0
1,1,64,0,0,12,09,0
4,1,24,0,0,3,09,54
1,1,54,0,0,12,09,1
3,1,22,0,0,3,09,1
2,2,25,0,0,2,09,1
3,1,26,0,0,3,09,0
4,1,21,0,0,56,09,0
1,1,64,0,0,12,09,1
3,1,27,0,0,3,09,0
1,1,64,0,0,4,09,1
1,1,64,0,0,12,09,0
2,1,42,0,0,11,09,0
4,1,21,0,0,56,09,1
3,1,26,0,0,3,09,1
2,2,25,0,0,4,09,0
1,1,64,0,0,12,09,1
2,1,42,0,0,11,09,0
1,1,64,0,0,12,09,0
1,2,37,0,0,3,09,1
2,1,41,0,0,11,09,1
3,1,26,0,0,3,09,0
4,1,21,0,0,56,09,0
2,1,41,0,0,3,09,0
3,1,27,0,0,3,09,0
1,2,37,0,0,3,09,1
1,1,64,0,0,12,09,0
4,1,21,0,0,3,09,0
3,1,26,0,0,3,09,2
3,2,5,0,0,31,09,0
3,1,27,0,0,3,09,1
3,1,27,0,0,3,09,1
3,1,27,0,0,3,09,1
4,1,25,0,0,4,09,0
4,1,24,0,0,3,09,1
3,1,26,0,0,3,09,0
1,2,37,0,0,3,09,0
4,1,22,0,0,3,09,0
1,1,54,0,0,4,09,1
4,2,5,0,0,37,09,23
1,1,64,0,0,12,09,0
2,1,41,0,0,3,09,0
4,1,22,0,0,4,09,0
1,1,54,0,0,12,09,1
3,1,27,0,0,3,09,0
3,1,27,0,0,3,09,0
3,1,27,0,0,3,09,0
2,1,41,0,0,3,09,0
4,1,24,0,0,3,09,0
3,1,26,0,0,3,09,1
1,2,36,0,0,3,09,0
2,1,41,0,0,3,09,0
4,1,25,0,0,3,09,0
4,1,25,0,0,3,09,0
4,2,5,0,0,29,09,5
2,1,41,0,0,3,09,0
1,1,54,0,0,4,09,0
2,1,42,0,0,11,09,0
4,1,25,0,0,4,09,0
2,1,41,0,0,3,09,0
1,1,54,0,0,12,09,0
2,1,41,0,0,11,09,0
3,1,27,0,0,3,09,0
4,1,22,0,0,4,09,1
3,1,26,0,0,3,09,0
2,1,42,0,0,11,09,0
4,1,22,0,0,3,09,0
1,1,64,0,0,4,09,0
1,1,65,0,0,4,09,0
2,1,41,0,0,11,09,0
3,1,26,0,0,3,09,0
4,1,25,0,0,4,09,0
1,1,54,0,0,3,09,0
1,2,20,0,0,3,09,0
1,1,54,0,0,12,09,1
2,1,42,0,0,11,09,0
3,1,27,0,0,3,09,0
2,1,42,0,0,3,09,0
1,2,36,0,0,3,09,1
1,1,53,0,0,12,09,0
2,2,26,0,0,4,09,0
1,1,54,0,0,4,09,0
3,1,26,0,0,3,09,0
2,1,41,0,0,11,09,0
2,1,41,0,0,3,09,0
4,2,5,0,0,69,09,1
4,1,25,0,0,4,09,1
3,1,26,0,0,3,09,0
1,1,64,0,0,12,09,0
1,1,53,0,0,12,09,0
2,1,41,0,0,3,09,0
1,1,63,0,0,12,09,1
2,2,26,0,0,2,09,0
4,1,25,0,0,3,09,0
1,1,54,0,0,3,09,1
2,1,41,0,0,3,09,0
3,1,24,0,0,3,09,1
2,1,42,0,0,3,09,0
2,1,41,0,0,3,09,0
3,2,5,0,0,119,09,0
2,2,26,0,0,4,09,0
4,1,22,0,0,3,09,0
3,1,26,0,0,3,09,0
4,2,5,0,0,69,09,28
2,1,41,0,0,11,09,0
1,2,37,0,0,3,09,1
2,1,42,0,0,3,09,0
4,1,22,0,0,3,09,0
1,1,53,0,0,12,09,1
4,1,22,0,0,3,09,0
4,1,25,0,0,4,09,0
2,1,41,0,0,3,09,0
3,1,26,0,0,3,09,1
1,1,53,0,0,12,09,1
2,1,41,0,0,11,09,1
3,1,26,0,0,3,09,0
3,1,26,0,0,3,09,1
1,1,54,0,0,3,09,0
1,1,64,0,0,3,09,0
2,2,26,0,0,4,09,0
2,1,41,0,0,3,09,0
2,1,42,0,0,11,09,0
3,1,26,0,0,3,09,0
4,1,25,0,0,4,09,0
1,2,21,0,0,3,09,0
4,1,22,0,0,3,09,0
4,1,25,0,0,4,09,0
1,2,37,0,0,3,09,0
4,1,22,0,0,3,09,0
1,2,37,0,0,3,09,0
1,2,37,0,0,3,09,0
2,2,26,0,0,4,09,0
4,1,22,0,0,3,09,0
4,1,20,0,0,3,09,0
2,1,41,0,0,3,09,0
2,1,41,0,0,3,09,0
2,1,41,0,0,3,09,0
4,1,22,0,0,3,09,1
4,1,25,0,0,4,09,0
1,1,54,0,0,4,09,0
1,2,37,0,0,3,09,1
1,1,64,0,0,3,09,1
2,1,45,0,0,2,09,0
2,1,41,0,0,3,09,0
2,1,41,0,0,3,09,1
2,2,26,0,0,4,09,0
4,1,23,0,0,3,09,0
1,1,54,0,0,3,09,1
1,1,64,0,0,4,09,0
3,1,24,0,0,3,09,0
4,2,5,0,0,178,09,50
3,1,23,0,0,3,09,1
4,1,25,0,0,4,09,0
4,1,22,0,0,4,09,1
2,1,41,0,0,3,09,0
2,2,26,0,0,3,09,0
1,1,64,0,0,4,09,0
2,1,41,0,0,3,09,1
4,1,22,0,0,4,09,1
4,1,21,0,0,3,09,0
2,1,41,0,0,3,09,0
1,1,64,0,0,4,09,0
2,2,26,0,0,3,09,1
4,2,5,0,0,69,09,1
3,1,22,0,0,3,09,1
1,2,38,0,0,3,09,1
2,1,43,0,0,3,09,0
3,1,23,0,0,3,09,1
2,1,41,0,0,3,09,0
1,2,36,0,0,3,09,0
3,1,22,0,0,3,09,0
1,1,54,0,0,4,09,0
2,1,41,0,0,3,09,0
1,1,54,0,0,4,09,0
1,2,21,0,0,2,09,0
1,1,30,0,0,3,08,1
1,1,54,0,0,4,09,0
3,1,22,0,0,3,09,0
3,2,5,0,0,2,09,118
1,2,37,0,0,3,09,1
2,1,41,0,0,3,09,0
1,1,54,0,0,4,09,0
2,1,42,0,0,3,09,0
2,2,24,0,0,4,09,0
2,2,24,0,0,4,09,0
2,2,26,0,0,3,09,0
3,2,5,0,0,2,09,1
2,1,43,0,0,3,09,0
1,1,54,0,0,4,09,1
4,1,22,0,0,3,09,0
3,1,22,0,0,3,09,1
2,1,44,0,0,3,09,0
4,1,22,0,0,4,09,0
2,1,44,0,0,3,09,1
4,2,5,0,0,178,09,3
1,1,54,0,0,4,09,0
3,1,22,0,0,3,09,0
1,1,54,0,0,4,09,1
4,1,25,0,0,4,09,0
2,1,41,0,0,3,09,0
2,2,25,0,0,3,09,0
2,1,41,0,0,3,09,0
1,1,64,0,0,4,09,0
4,2,5,0,0,178,09,68
1,1,64,0,0,4,09,1
1,1,64,0,0,4,09,0
4,1,23,0,0,3,09,1
4,1,25,0,0,4,09,0
1,2,36,0,0,2,09,0
3,1,22,0,0,3,09,0
4,1,25,0,0,4,09,0
4,1,20,0,0,3,09,1
1,1,54,0,0,3,09,0
3,2,5,0,0,2,09,0
1,1,63,0,0,4,09,1
4,2,5,0,0,178,09,14
2,2,25,0,0,4,09,0
3,1,22,0,0,31,09,0
4,1,25,0,0,4,09,1
1,1,54,0,0,4,09,0
4,1,25,0,0,3,09,1
2,1,41,0,0,3,09,1
4,1,22,0,0,3,09,0
1,2,36,0,0,2,09,0
1,1,47,0,0,4,08,0
4,1,22,0,0,3,09,0
3,1,23,0,0,3,09,0
1,1,65,0,0,4,09,0
4,2,6,0,0,406,09,1
3,1,23,0,0,3,09,0
1,2,21,0,0,2,09,0
3,1,23,0,0,3,09,0
4,1,23,0,0,3,09,1
1,1,46,0,0,3,08,0
2,1,28,0,0,3,08,1
3,1,23,0,0,3,09,0
4,1,25,0,0,4,09,0
2,1,44,0,0,3,09,1
4,2,5,0,0,178,09,0
2,2,24,0,0,4,09,1
3,2,5,0,0,30,09,1
1,1,64,0,0,4,09,1
1,1,54,0,0,4,09,0
2,1,43,0,0,3,09,0
2,1,44,0,0,3,09,0
2,1,44,0,0,3,09,0
1,1,46,0,0,4,08,0
1,1,54,0,0,3,09,0
2,1,45,0,0,3,09,0
4,1,25,0,0,3,09,0
4,2,5,0,0,178,09,32
1,2,35,0,0,2,09,1
2,2,24,0,0,4,09,0
2,1,45,0,0,3,09,0
3,1,21,0,0,31,09,0
4,1,23,0,0,3,09,0
