
4,1,3,0,0,67,6,1
2,2,10,0,0,3,6,0
2,2,10,0,0,64,6,0
2,1,6,0,0,3,6,0
4,1,2,0,0,8,6,65
1,2,7,0,0,150,6,1
4,1,2,0,0,3,6,6
2,2,10,0,0,3,6,1
2,2,9,0,0,64,6,0
2,1,6,0,0,3,6,0
4,1,2,0,0,3,6,0
2,2,10,0,0,64,6,1
3,2,2,0,0,549,6,240
4,2,2,0,0,371,6,573
2,1,6,0,0,3,6,1
3,1,3,0,0,12,6,12
4,1,2,0,0,2,6,1
4,2,2,0,0,575,6,981
3,1,3,0,0,14,6,17
2,1,6,0,0,72,6,0
2,2,10,155,2,269,6,78
3,2,2,0,0,549,6,313
4,1,1,0,0,2,6,0
3,1,3,0,0,71,6,11
3,2,2,0,0,246,6,547
2,2,9,0,0,64,6,0
2,2,9,6,1,144,6,62
3,1,3,0,0,71,6,1
2,1,6,0,0,72,6,0
1,2,7,0,0,216,6,0
1,2,7,0,0,419,6,0
3,1,3,0,0,71,6,0
2,2,9,0,0,115,6,0
2,2,9,0,0,144,6,0
2,2,9,0,0,144,6,53
2,2,9,0,0,144,6,0
1,2,7,207,1,17,6,417
2,2,9,0,0,3,6,84
3,1,3,0,0,71,6,7
2,2,10,0,0,142,6,1
3,1,3,0,0,71,6,0
2,2,9,0,0,144,6,36
1,2,7,0,0,216,6,266
1,2,7,107,2,348,6,214
1,2,7,1793,4,1520,5,588
2,2,8,0,0,142,6,0
3,1,3,0,0,125,6,69
3,1,3,0,0,125,6,0
2,2,9,4,1,3,6,142
2,1,6,0,0,72,6,0
2,2,9,0,0,3,6,0
2,1,6,0,0,2,6,1
3,2,2,0,0,1022,6,245
2,2,10,0,0,155,6,0
1,2,7,0,0,216,6,16
2,2,10,0,0,155,6,0
2,1,6,0,0,107,6,1
3,1,3,0,0,125,6,0
3,1,3,0,0,125,6,13
2,2,10,0,0,142,6,0
3,2,2,0,0,246,6,0
2,2,9,0,0,142,6,0
2,2,10,0,0,142,6,0
2,1,6,0,0,6,6,0
2,2,10,76,1,128,6,94
1,2,6,0,0,348,6,0
2,2,10,0,0,155,6,0
3,1,3,0,0,125,6,0
2,2,10,28,2,269,6,127
4,2,2,0,0,371,6,92
2,1,6,0,0,6,6,0
3,1,3,0,0,178,6,0
4,2,2,0,0,371,6,124
3,1,3,0,0,77,6,0
2,1,6,0,0,107,6,54
2,2,10,87,2,155,6,113
2,1,6,0,0,107,6,1
2,1,6,0,0,3,6,106
2,1,6,0,0,2,6,1
2,2,10,108,2,128,6,140
3,1,3,0,0,178,6,76
1,2,7,0,0,638,6,163
1,2,6,0,0,638,6,14
2,2,10,124,2,155,6,61
1,2,7,1917,5,1520,5,674
3,2,2,1567,1,1919,5,1020
2,2,10,32,1,128,6,39
2,2,10,161,2,251,6,119
4,2,2,0,0,371,6,128
2,1,6,0,0,13,6,6
2,2,10,0,0,166,6,1
2,2,9,3,1,269,6,29
2,2,10,0,0,166,6,1
3,1,3,0,0,178,6,0
4,2,2,0,0,842,6,369
2,1,6,0,0,2,6,0
2,2,10,0,1,166,6,80
2,2,10,0,0,166,6,0
2,1,6,0,0,13,6,1
2,2,9,181,6,527,5,209
2,2,10,0,0,269,6,1
3,1,3,0,0,2,6,0
1,2,7,2021,6,1520,6,638
4,2,2,0,0,371,6,77
2,2,9,0,0,269,6,1
3,1,3,0,0,2,6,176
2,2,9,89,2,269,6,55
2,2,8,0,0,269,6,19
1,2,7,591,2,1043,6,24
4,2,2,162,1,842,6,270
3,1,2,0,0,2,5,0
2,2,9,59,1,269,6,78
3,2,2,872,2,1472,5,2088
4,2,2,0,0,842,6,0
2,2,9,157,6,527,5,220
2,1,6,0,0,3,6,0
2,1,6,0,0,13,6,1
2,2,10,37,2,269,6,69
2,2,10,165,3,251,6,121
1,2,7,1891,5,1520,5,530
2,2,10,210,3,251,6,107
