FIRMA;DIL;Login;WaitTime;WaitCount;CustomMaxAnswered;MEDIATION_DURATION;SAAT
1;1;97;0;0;3;0;16
3;1;66;0;0;3;0;16
3;1;66;0;0;3;1;16
4;2;14;0;0;62;5;16
2;1;80;0;0;3;0;16
1;2;54;0;0;6;0;16
1;2;54;0;0;4;1;16
1;2;53;0;0;4;0;16
1;2;55;0;0;4;1;16
3;1;67;0;0;3;0;16
4;1;47;0;0;24;0;16
2;1;80;0;0;3;1;16
3;1;66;0;0;3;0;16
2;1;80;0;0;4;0;16
4;2;14;0;0;151;34;16
1;1;98;0;0;6;0;16
3;2;15;0;0;39;1;16
3;1;67;0;0;3;0;16
4;1;55;0;0;20;0;16
2;1;80;0;0;3;0;16
1;1;95;0;0;3;0;16
3;1;66;0;0;3;1;16
4;2;14;0;0;81;2;16
4;1;47;0;0;24;1;16
1;1;97;0;0;6;0;16
2;1;80;0;0;4;0;16
4;1;44;0;0;24;0;16
1;2;53;0;0;4;1;16
3;1;66;0;0;3;0;16
2;1;83;0;0;4;0;16
3;1;67;0;0;2;1;16
4;1;45;0;0;17;1;16
1;1;98;0;0;6;0;16
3;1;66;0;0;3;0;16
4;1;45;0;0;17;0;16
4;1;57;0;0;24;1;16
1;1;98;0;0;6;0;16
1;2;53;0;0;4;1;16
3;1;66;0;0;3;0;16
1;2;53;0;0;4;1;16
4;1;48;0;0;24;1;16
3;2;15;0;0;42;0;16
2;2;29;0;0;7;0;16
1;1;98;0;0;6;0;16
3;1;67;0;0;2;1;16
2;1;81;0;0;4;0;16
3;1;67;0;0;3;0;16
3;1;65;0;0;2;1;16
2;1;80;0;0;3;0;16
2;1;80;0;0;3;1;16
3;1;65;0;0;3;0;16
4;1;48;0;0;24;1;16
4;1;56;0;0;24;1;16
1;1;99;0;0;11;0;16
3;1;67;0;0;3;0;16
2;2;29;0;0;4;0;16
4;1;57;0;0;24;0;16
3;1;66;0;0;3;0;16
2;1;80;0;0;4;0;16
2;1;79;0;0;4;0;16
2;1;81;0;0;3;0;16
3;1;67;0;0;3;1;16
2;2;29;0;0;3;0;16
4;1;47;0;0;24;1;16
4;2;14;0;0;62;0;16
2;1;79;0;0;4;1;16
1;1;98;0;0;6;0;16
4;1;57;0;0;24;0;16
2;1;79;0;0;4;0;16
4;1;48;0;0;24;18;16
3;1;67;0;0;3;0;16
2;1;82;0;0;3;0;16
2;1;80;0;0;4;0;16
4;1;54;0;0;17;0;16
3;1;66;0;0;3;0;16
3;1;67;0;0;3;0;16
2;1;79;0;0;4;1;16
1;1;100;0;0;6;1;16
1;1;100;0;0;6;0;16
4;1;46;0;0;13;1;16
3;1;66;0;0;3;1;16
2;1;80;0;0;3;0;16
4;1;55;0;0;17;1;16
1;1;100;0;0;6;0;16
1;1;99;0;0;6;0;16
1;1;99;0;0;6;0;16
1;1;96;0;0;3;1;16
2;1;79;0;0;4;0;16
2;1;79;0;0;4;0;16
2;1;82;0;0;4;0;16
3;1;66;0;0;3;0;16
1;1;98;0;0;6;1;16
1;1;99;0;0;6;0;16
4;1;56;0;0;24;0;16
4;1;56;0;0;24;0;16
3;1;66;0;0;3;1;16
3;2;15;0;0;42;0;16
2;1;82;0;0;4;0;16
2;1;81;0;0;4;0;16
4;1;57;0;0;24;1;16
2;1;80;0;0;4;0;16
3;1;67;0;0;3;0;16
1;1;100;0;0;11;0;16
1;1;99;0;0;6;1;16
3;1;65;0;0;3;0;16
1;1;99;0;0;6;0;16
2;2;29;0;0;7;0;16
2;2;29;0;0;23;0;16
2;1;82;0;0;4;1;16
2;1;79;0;0;4;0;16
3;1;66;0;0;3;0;16
2;1;82;0;0;4;0;16
4;1;56;0;0;24;1;16
1;2;54;0;0;4;1;16
2;1;83;0;0;4;0;16
4;1;56;0;0;24;0;16
4;1;56;0;0;24;0;16
3;2;15;0;0;42;14;16
3;1;66;0;0;2;1;16
1;2;52;0;0;4;0;16
3;1;66;0;0;2;1;16
1;2;53;0;0;4;0;16
3;1;67;0;0;2;0;16
4;1;46;0;0;14;0;16
1;1;100;0;0;6;0;16
2;1;80;0;0;4;1;16
4;1;46;0;0;17;0;16
2;1;82;0;0;4;0;16
2;2;29;0;0;7;0;16
1;1;98;0;0;6;1;16
4;1;56;0;0;24;0;16
2;2;29;0;0;7;0;16
4;1;46;0;0;14;0;16
2;1;80;0;0;4;1;16
3;2;15;0;0;66;9;16
2;1;79;0;0;4;1;16
4;1;56;0;0;24;1;16
3;1;66;0;0;3;0;16
2;2;29;0;0;7;1;16
4;1;55;0;0;17;0;16
3;2;15;0;0;42;21;16
3;1;66;0;0;2;0;16
1;1;100;0;0;6;0;16
3;1;66;0;0;3;0;16
2;1;80;0;0;4;0;16
3;1;65;0;0;3;0;16
2;1;80;0;0;4;0;16
3;2;15;0;0;66;38;16
1;1;99;0;0;11;0;16
3;2;15;0;0;39;0;16
1;1;99;0;0;10;0;16
1;1;99;0;0;6;0;16
4;1;56;0;0;24;0;16
3;1;66;0;0;3;0;16
2;2;29;0;0;7;1;16
4;2;14;0;0;81;0;16
4;2;14;0;0;62;54;16
1;1;99;0;0;6;1;16
1;1;99;0;0;11;1;16
1;1;100;0;0;6;0;16
2;2;29;0;0;7;0;16
4;1;43;0;0;17;0;16
1;1;99;0;0;6;1;16
3;2;11;0;0;91;1;16
2;1;81;0;0;4;1;16
1;1;100;0;0;6;1;16
3;1;66;0;0;3;1;16
4;1;56;0;0;24;1;16
1;2;53;0;0;4;1;16
1;2;53;0;0;4;0;16
3;2;15;0;0;91;0;16
1;2;53;0;0;4;0;16
4;1;54;0;0;17;0;16
2;1;81;0;0;4;0;16
4;2;14;0;0;211;0;16
1;1;98;0;0;6;0;16
1;2;52;0;0;4;0;16
4;1;55;0;0;24;1;16
2;2;29;0;0;7;1;16
3;1;66;0;0;3;0;16
4;1;56;0;0;24;0;16
3;1;66;0;0;3;0;16
3;2;15;0;0;66;1;16
1;1;108;0;0;5;0;16
1;1;99;0;0;11;1;16
3;1;66;0;0;3;0;16
2;2;29;0;0;7;0;16
2;1;82;0;0;4;1;16
2;1;79;0;0;4;0;16
3;1;66;0;0;3;0;16
2;1;80;0;0;4;0;16
2;2;29;0;0;7;0;16
2;1;81;0;0;4;1;16
4;1;47;0;0;24;0;16
4;1;46;0;0;24;0;16
3;2;11;0;0;66;26;16
4;2;14;0;0;62;2;16
2;1;82;0;0;4;1;16
3;1;65;0;0;3;1;16
4;1;47;0;0;24;0;16
2;1;80;0;0;4;1;16
1;2;52;0;0;4;0;16
2;1;82;0;0;3;0;16
2;2;29;0;0;23;0;16
4;1;55;0;0;14;0;16
1;1;99;0;0;11;0;16
2;1;81;0;0;4;0;16
4;1;45;0;0;17;0;16
2;1;79;0;0;4;0;16
4;1;55;0;0;14;0;16
4;1;55;0;0;10;22;16
1;1;100;0;0;11;0;16
4;1;55;0;0;14;0;16
2;2;29;0;0;7;1;16
2;1;82;0;0;4;0;16
1;2;53;0;0;4;0;16
3;1;66;0;0;3;0;16
3;1;66;0;0;3;0;16
4;1;55;0;0;17;1;16
3;2;15;0;0;66;5;16
1;2;51;0;0;3;0;16
3;1;65;0;0;3;0;16
1;2;52;0;0;4;0;16
4;2;14;0;0;81;0;16
4;1;56;0;0;24;2;16
2;1;81;0;0;4;1;16
1;1;100;0;0;6;0;16
3;1;65;0;0;3;1;16
4;1;43;0;0;17;0;16
3;1;66;0;0;3;0;16
1;1;100;0;0;11;1;16
2;2;29;0;0;23;0;16
1;2;52;0;0;4;1;16
2;1;82;0;0;4;0;16
3;1;66;0;0;3;0;16
1;1;101;0;0;5;0;16
1;2;53;0;0;4;1;16
2;1;83;0;0;5;0;16
2;1;82;0;0;4;1;16
4;1;46;0;0;14;1;16
3;1;66;0;0;3;0;16
2;1;81;0;0;4;1;16
4;1;55;0;0;14;0;16
4;1;46;0;0;17;1;16
4;1;55;0;0;14;1;16
4;2;14;0;0;62;16;16
3;2;15;0;0;91;64;16
3;1;66;0;0;3;0;16
2;1;81;0;0;4;1;16
4;1;46;0;0;14;2;16
2;1;81;0;0;3;1;16
1;1;98;0;0;10;7;16
2;2;29;0;0;21;0;16
4;1;46;0;0;14;0;16
2;2;30;0;0;2;0;16
4;1;46;0;0;17;0;16
1;2;38;0;0;4;1;16
1;1;99;0;0;6;1;16
1;2;38;0;0;4;1;16
1;2;36;0;0;3;1;16
4;1;46;0;0;24;6;16
1;1;99;0;0;11;0;16
1;1;100;0;0;11;0;16
1;1;99;0;0;11;1;16
1;1;99;0;0;11;0;16
4;1;55;0;0;14;0;16
4;1;55;0;0;14;0;16
3;2;14;0;0;87;0;16
2;1;82;0;0;4;0;16
1;2;52;0;0;4;1;16
1;1;98;0;0;11;0;16
1;1;99;0;0;11;0;16
3;2;15;0;0;91;1;16
2;1;83;0;0;4;0;16
3;1;65;0;0;3;0;16
4;1;46;0;0;14;1;16
1;1;99;0;0;11;1;16
1;1;100;0;0;11;0;16
3;1;65;0;0;3;0;16
2;1;83;0;0;3;0;16
4;1;55;0;0;14;0;16
3;2;15;0;0;91;0;16
2;2;29;0;0;25;1;16
1;1;98;0;0;11;0;16
1;2;53;0;0;4;1;16
3;1;66;0;0;3;1;16
2;2;29;0;0;3;0;16
2;2;29;0;0;7;1;16
1;2;53;0;0;4;1;16
3;1;66;0;0;3;1;16
4;1;55;0;0;17;0;16
4;2;14;0;0;211;0;16
4;1;46;0;0;17;1;16
4;1;55;0;0;17;0;16
4;2;14;0;0;62;0;16
1;1;99;0;0;11;0;16
4;2;14;0;0;62;27;16
1;2;53;0;0;4;1;16
3;1;66;0;0;3;0;16
3;1;66;0;0;3;1;16
4;1;55;0;0;14;0;16
2;1;82;0;0;3;0;16
1;2;52;0;0;4;1;16
2;1;81;0;0;4;0;16
1;1;99;0;0;11;1;16
3;1;65;0;0;2;0;16
1;1;100;0;0;11;0;16
1;1;99;0;0;11;0;16
2;1;81;0;0;4;0;16
1;1;108;0;0;3;0;16
1;1;99;0;0;11;0;16
3;1;66;0;0;3;0;16
1;2;53;0;0;4;1;16
4;1;46;0;0;14;0;16
1;1;98;0;0;11;1;16
1;1;99;0;0;11;0;16
1;2;52;0;0;3;0;16
4;1;57;0;0;3;0;16
2;1;82;0;0;3;0;16
1;1;99;0;0;11;0;16
2;1;81;0;0;4;1;16
2;1;84;0;0;5;1;16
2;1;81;0;0;4;1;16
2;1;82;0;0;3;0;16
2;2;29;0;0;25;0;16
4;2;14;0;0;211;79;16
4;1;55;0;0;14;1;16
3;2;15;0;0;91;1;16
1;1;98;0;0;11;0;16
1;1;99;0;0;11;0;16
2;1;82;0;0;4;0;16
1;1;98;0;0;10;0;16
1;2;53;0;0;8;0;16
4;1;46;0;0;14;0;16
1;2;53;0;0;4;1;16
2;2;29;0;0;23;0;16
2;1;82;0;0;4;1;16
4;1;46;0;0;14;0;16
3;2;15;0;0;91;39;16
3;1;65;0;0;3;1;16
2;1;82;0;0;4;0;16
3;1;66;0;0;3;0;16
1;1;99;0;0;11;1;16
3;2;15;0;0;66;2;16
1;1;106;0;0;3;0;16
1;1;99;0;0;11;0;16
1;2;53;0;0;4;0;16
1;2;52;0;0;3;0;16
3;1;66;0;0;3;0;16
2;2;29;0;0;23;1;16
2;1;81;0;0;4;1;16
3;1;66;0;0;3;1;16
1;2;51;0;0;4;0;16
1;2;52;0;0;4;0;16
4;1;46;0;0;17;0;16
4;2;14;0;0;211;48;16
3;1;65;0;0;3;0;16
4;2;14;0;0;81;61;16
4;1;54;0;0;17;0;16
3;1;65;0;0;3;0;16
3;1;65;0;0;3;1;16
2;2;29;0;0;25;1;16
4;2;14;0;0;62;1;16
3;1;66;0;0;3;0;16
1;1;108;0;0;5;0;16
1;1;98;0;0;11;1;16
3;2;15;0;0;42;89;16
3;2;15;0;0;66;0;16
4;1;46;0;0;17;0;16
2;1;82;0;0;3;1;16
1;1;106;0;0;5;0;16
1;1;99;0;0;11;0;16
2;1;81;0;0;4;1;16
2;2;29;0;0;25;6;16
1;2;53;0;0;4;0;16
1;2;53;0;0;4;1;16
2;1;82;0;0;4;0;16
1;1;98;0;0;11;0;16
1;1;111;0;0;3;1;16
2;1;82;0;0;3;0;16
3;1;66;0;0;3;0;16
4;2;14;0;0;81;0;16
1;1;98;0;0;10;1;16
2;1;81;0;0;4;1;16
3;1;65;0;0;3;1;16
4;1;43;0;0;14;1;16
4;1;46;0;0;13;0;16
4;1;55;0;0;17;1;16
2;1;82;0;0;3;0;16
1;2;52;0;0;4;0;16
2;2;29;0;0;25;0;16
4;1;54;0;0;17;0;16
3;1;66;0;0;3;1;16
4;1;55;0;0;17;0;16
4;2;14;0;0;211;46;16
1;1;108;0;0;3;0;16
3;1;66;0;0;3;0;16
3;1;65;0;0;3;0;16
4;2;14;0;0;81;42;16
2;2;29;0;0;25;0;16
3;1;65;0;0;3;0;16
1;1;99;0;0;11;0;16
3;1;65;0;0;3;1;16
1;1;98;0;0;11;0;16
3;1;65;0;0;3;0;16
1;1;98;0;0;11;0;16
1;1;99;0;0;11;1;16
2;1;81;0;0;4;0;16
1;1;99;0;0;11;1;16
4;1;45;0;0;17;0;16
2;1;82;0;0;4;0;16
4;1;48;0;0;3;0;16
3;1;66;0;0;3;0;16
2;2;29;0;0;25;1;16
3;2;15;0;0;91;0;16
4;1;46;0;0;13;0;16
1;1;100;0;0;11;1;16
3;1;66;0;0;3;1;16
4;1;45;0;0;17;0;16
4;1;46;0;0;17;1;16
1;2;53;0;0;4;0;16
1;1;98;0;0;10;0;16
2;1;82;0;0;4;1;16
2;1;84;0;0;3;1;16
3;1;66;0;0;3;1;16
2;1;82;0;0;4;0;16
3;1;65;0;0;3;0;16
1;1;97;0;0;10;0;16
2;1;82;0;0;4;0;16
1;1;108;0;0;5;1;16
1;2;52;0;0;4;0;16
3;1;65;0;0;2;0;16
3;1;65;0;0;2;0;16
1;1;99;0;0;5;0;16
4;1;55;0;0;4;1;16
3;1;65;0;0;3;0;16
2;2;29;0;0;25;1;16
4;2;14;0;0;211;0;16
1;1;99;0;0;5;2;16
2;1;82;0;0;4;1;16
2;1;82;0;0;3;1;16
3;1;65;0;0;3;0;16
2;1;82;0;0;3;0;16
3;2;15;0;0;91;0;16
2;1;82;0;0;3;0;16
1;2;38;0;0;4;0;16
4;1;46;0;0;4;0;16
2;1;82;0;0;4;0;16
2;1;82;0;0;4;0;16
3;1;65;0;0;3;0;16
4;1;48;0;0;4;0;16
4;2;14;0;0;81;30;16
3;1;65;0;0;3;1;16
4;1;45;0;0;17;0;16
4;1;42;0;0;17;0;16
2;2;29;0;0;25;1;16
1;1;101;0;0;5;1;16
3;1;66;0;0;3;0;16
4;1;55;0;0;17;0;16
2;1;84;0;0;3;0;16
1;2;53;0;0;3;1;16
3;1;66;0;0;3;0;16
3;1;66;0;0;3;0;16
2;1;82;0;0;5;0;16
2;2;29;0;0;25;22;16
3;1;66;0;0;3;1;16
3;2;15;0;0;91;0;16
2;1;84;0;0;5;0;16
3;1;66;0;0;3;0;16
4;1;42;0;0;17;0;16
1;1;98;0;0;10;0;16
2;2;29;0;0;3;0;16
3;1;66;0;0;3;0;16
3;2;15;0;0;91;6;16
2;2;29;0;0;3;0;16
2;1;82;0;0;5;0;16
3;1;65;0;0;2;0;16
1;1;100;0;0;5;0;16
2;1;83;0;0;3;0;16
1;1;99;0;0;10;0;16
1;1;99;0;0;11;1;16
1;2;52;0;0;4;0;16
2;1;83;0;0;3;1;16
4;1;43;0;0;17;0;16
3;1;65;0;0;2;1;16
2;2;30;0;0;2;1;16
1;1;98;0;0;10;1;16
1;1;106;0;0;5;0;16
1;1;98;0;0;10;0;16
1;1;101;0;0;5;1;16
1;1;97;0;0;10;1;16
2;1;83;0;0;5;0;16
1;1;105;0;0;5;1;16
3;1;65;0;0;2;1;16
4;1;57;0;0;3;2;16
1;1;110;0;0;3;1;16
3;1;66;0;0;3;1;16
1;1;98;0;0;10;10;16
4;2;14;0;0;211;1;16
3;1;65;0;0;2;0;16
1;1;108;0;0;3;0;16
1;1;111;0;0;3;0;16
3;1;66;0;0;3;1;16
2;1;83;0;0;5;0;16
3;1;66;0;0;3;1;16
3;1;66;0;0;3;0;16
1;2;54;0;0;3;1;16
2;2;29;0;0;3;1;16
4;1;46;0;0;17;1;16
3;1;65;0;0;3;0;16
3;1;66;0;0;3;0;16
4;1;54;0;0;17;0;16
4;1;55;0;0;17;1;16
2;2;29;0;0;25;15;16
1;1;108;0;0;3;0;16
1;1;97;0;0;10;0;16
2;2;29;0;0;3;0;16
1;1;99;0;0;10;8;16
4;1;46;0;0;4;0;16
3;1;65;0;0;2;0;16
4;1;46;0;0;17;0;16
4;1;55;0;0;13;0;16
4;1;57;0;0;3;1;16
2;2;30;0;0;3;0;16
3;1;65;0;0;2;0;16
2;1;82;0;0;3;0;16
4;1;46;0;0;17;0;16
4;2;14;0;0;81;209;16
4;1;46;0;0;17;7;16
2;1;82;0;0;3;0;16
1;1;105;0;0;5;0;16
4;1;55;0;0;17;1;16
4;1;46;0;0;17;0;16
1;1;97;0;0;10;0;16
3;1;65;0;0;2;0;16
4;1;46;0;0;17;0;16
3;2;15;0;0;42;0;16
4;1;46;0;0;13;0;16
4;1;46;0;0;17;0;16
1;2;50;0;0;3;1;16
1;1;106;0;0;5;1;16
2;2;29;0;0;25;1;16
2;2;29;0;0;25;0;16
1;1;111;0;0;5;1;16
3;1;65;0;0;2;0;16
4;1;56;0;0;4;0;16
3;2;11;0;0;91;1;16
3;1;66;0;0;3;0;16
1;2;54;0;0;8;0;16
2;1;82;0;0;5;0;16
4;2;14;0;0;211;59;16
1;1;99;0;0;10;0;16
2;1;82;0;0;3;0;16
2;2;30;0;0;3;0;16
3;2;15;0;0;91;0;16
3;2;15;0;0;91;1;16
1;1;110;0;0;3;0;16
2;2;29;0;0;3;23;16
2;2;29;0;0;25;1;16
1;2;51;0;0;4;1;16
1;1;107;0;0;3;1;16
4;1;55;0;0;4;0;16
4;1;48;0;0;3;0;16
4;1;57;0;0;3;0;16
2;2;30;0;0;12;0;16
2;2;29;0;0;25;0;16
2;1;83;0;0;5;0;16
1;1;106;0;0;3;0;16
3;1;65;0;0;3;0;16
2;1;82;0;0;5;0;16
4;1;57;0;0;3;0;16
1;1;112;0;0;6;0;16
2;2;29;0;0;25;1;16
3;1;65;0;0;3;0;16
2;1;82;0;0;5;1;16
1;1;109;0;0;5;1;16
4;1;55;0;0;13;0;16
1;1;103;0;0;5;0;16
3;1;65;0;0;3;0;16
3;1;66;0;0;3;1;16
3;1;65;0;0;2;0;16
1;1;97;0;0;10;0;16
4;1;55;0;0;13;6;16
1;2;51;0;0;3;1;16
2;1;83;0;0;5;1;16
1;2;52;0;0;3;0;16
1;1;97;0;0;10;0;16
2;1;83;0;0;5;0;16
4;1;56;0;0;3;1;16
1;2;52;0;0;3;1;16
2;1;82;0;0;5;0;16
1;1;108;0;0;3;0;16
4;1;46;0;0;13;1;16
3;1;65;0;0;2;0;16
4;1;55;0;0;13;1;16
2;1;84;0;0;5;0;16
1;1;99;0;0;5;1;16
3;1;65;0;0;3;0;16
3;1;65;0;0;3;0;16
4;1;55;0;0;4;1;16
3;2;11;0;0;42;5;16
3;1;65;0;0;3;0;16
1;2;51;0;0;3;1;16
2;2;29;0;0;3;0;16
1;2;53;0;0;5;1;15
1;1;107;0;0;3;0;16
4;1;48;0;0;4;0;16
2;1;82;0;0;3;0;16
3;2;15;0;0;87;1;16
1;1;110;0;0;3;0;16
4;1;47;0;0;4;1;16
2;1;84;0;0;5;0;16
4;1;48;0;0;3;1;16
1;1;100;0;0;5;0;16
1;2;54;0;0;3;0;16
4;1;46;0;0;4;0;16
2;1;84;0;0;5;1;16
1;1;107;0;0;5;1;16
2;2;29;0;0;3;1;16
2;1;82;0;0;5;0;16
1;1;106;0;0;5;1;16
4;1;57;0;0;3;0;16
1;1;110;0;0;3;0;16
1;1;108;0;0;6;0;16
2;2;30;0;0;3;0;16
2;1;84;0;0;5;0;16
1;2;53;0;0;4;1;16
4;2;14;0;0;211;0;16
2;1;82;0;0;5;0;16
2;1;82;0;0;5;0;16
4;1;46;0;0;13;0;16
3;1;65;0;0;3;1;16
4;1;46;0;0;13;2;16
2;2;29;0;0;2;1;16
4;1;46;0;0;4;0;16
2;1;84;0;0;5;0;16
3;2;15;0;0;42;6;16
3;1;65;0;0;3;0;16
3;1;66;0;0;3;1;16
3;1;65;0;0;3;0;16
2;1;84;0;0;5;0;16
1;2;54;0;0;3;0;16
1;2;53;0;0;8;1;16
2;1;84;0;0;5;0;16
3;1;65;0;0;3;0;16
2;2;29;0;0;3;1;16
1;1;107;0;0;3;0;16
4;1;48;0;0;3;0;16
4;1;57;0;0;4;1;16
4;1;48;0;0;3;1;16
1;1;108;0;0;5;1;16
4;1;55;0;0;4;2;16
1;1;109;0;0;3;1;16
3;1;66;0;0;3;0;16
1;1;104;0;0;5;1;16
2;1;82;0;0;3;1;16
1;1;108;0;0;3;0;16
4;2;14;0;0;81;48;16
4;1;57;0;0;3;0;16
3;1;66;0;0;3;0;16
3;2;15;0;0;42;40;16
4;1;46;0;0;4;1;16
4;1;57;0;0;3;1;16
1;1;107;0;0;5;0;16
2;2;30;0;0;3;0;16
3;2;11;0;0;42;25;16
1;1;108;0;0;5;0;16
3;1;65;0;0;3;0;16
2;2;29;0;0;2;1;16
2;1;84;0;0;5;1;16
2;1;83;0;0;5;0;16
1;1;108;0;0;3;0;16
1;1;108;0;0;5;0;16
4;2;14;0;0;211;20;16
1;1;110;0;0;3;0;16
3;2;15;0;0;42;1;16
3;1;66;0;0;3;1;16
3;2;14;0;0;79;1;16
2;2;30;0;0;3;1;16
1;1;106;0;0;5;0;16
2;1;83;0;0;5;1;16
2;1;84;0;0;3;0;16
2;2;29;0;0;2;0;16
3;2;14;0;0;87;1;16
1;2;54;0;0;3;0;16
2;1;84;0;0;5;0;16
1;1;108;0;0;5;0;16
1;2;54;0;0;5;0;15
3;1;66;0;0;3;0;16
2;1;83;0;0;5;1;16
3;1;66;0;0;13;0;16
2;2;29;0;0;3;1;16
1;1;106;0;0;5;0;16
3;1;66;0;0;13;1;16
3;2;15;0;0;42;1;16
3;1;65;0;0;3;0;16
4;2;14;0;0;211;27;16
4;2;13;0;0;120;1;16
1;1;109;0;0;3;1;16
2;1;84;0;0;3;0;16
3;1;65;0;0;3;1;16
1;1;110;0;0;3;1;16
2;2;30;0;0;3;0;16
1;2;54;0;0;3;0;16
3;1;66;0;0;3;1;16
3;1;66;0;0;3;0;16
4;1;58;0;0;3;1;16
3;1;66;0;0;3;0;16
2;2;29;0;0;2;1;16
3;1;65;0;0;3;1;16
4;1;48;0;0;3;1;16
2;1;84;0;0;3;0;16
3;1;65;0;0;3;0;16
1;1;108;0;0;3;2;16
1;1;109;0;0;3;0;16
2;2;30;0;0;3;0;16
2;2;30;0;0;3;0;16
2;1;84;0;0;5;0;16
2;1;83;0;0;5;0;16
3;1;66;0;0;13;0;16
3;2;14;0;0;87;11;16
1;1;107;0;0;3;1;16
3;2;10;0;0;79;0;16
4;1;57;0;0;4;0;16
4;1;56;0;0;3;0;16
3;1;66;0;0;3;1;16
2;1;83;0;0;5;1;16
1;1;108;0;0;3;1;16
1;1;109;0;0;3;1;16
1;1;107;0;0;3;1;16
4;2;14;0;0;81;0;16
1;2;54;0;0;8;0;16
1;1;108;0;0;3;0;16
4;2;14;0;0;81;1;16
2;1;82;0;0;3;0;16
4;2;14;0;0;81;0;16
4;1;45;0;0;4;0;16
1;1;109;0;0;3;0;16
4;1;57;0;0;4;1;16
1;2;53;0;0;3;0;16
2;1;84;0;0;5;0;16
1;2;52;0;0;3;0;16
4;1;48;0;0;3;0;16
3;1;66;0;0;3;0;16
3;2;15;0;0;87;14;16
4;1;56;0;0;3;1;16
2;1;82;0;0;3;1;16
3;2;15;0;0;87;0;16
2;1;85;0;0;3;0;15
1;2;54;0;0;3;0;16
4;1;57;0;0;3;1;16
3;1;66;0;0;3;0;16
1;1;108;0;0;3;0;16
2;1;83;0;0;4;0;16
4;1;48;0;0;3;0;16
1;1;109;0;0;3;1;16
2;1;84;0;0;5;1;16
3;2;11;0;0;87;40;16
4;1;57;0;0;3;1;16
1;1;111;0;0;3;0;16
4;1;48;0;0;3;2;16
1;1;108;0;0;6;1;16
1;1;110;0;0;3;0;16
3;1;65;0;0;3;1;16
3;1;66;0;0;3;1;16
1;2;54;0;0;8;0;16
4;1;56;0;0;3;0;16
4;1;47;0;0;3;0;16
1;1;109;0;0;3;0;16
4;1;56;0;0;4;0;16
3;1;65;0;0;3;0;16
1;2;36;0;0;3;1;16
2;2;29;0;0;3;0;16
1;1;110;0;0;3;0;16
3;1;66;0;0;3;0;16
3;2;14;0;0;44;6;15
2;1;83;0;0;3;0;16
2;1;82;0;0;3;0;16
1;2;53;0;0;3;1;16
1;1;110;0;0;3;0;16
3;1;65;0;0;3;0;16
4;2;14;0;0;120;1;16
4;1;57;0;0;3;0;16
4;1;57;0;0;3;0;16
2;2;30;0;0;2;1;16
1;2;54;0;0;8;0;16
2;1;83;0;0;3;0;16
1;2;54;0;0;8;0;16
3;2;15;0;0;42;12;16
4;1;56;0;0;3;0;16
1;2;53;0;0;3;1;16
3;1;65;0;0;3;1;16
1;2;54;0;0;3;0;16
2;2;30;0;0;2;0;16
1;2;53;0;0;8;0;16
4;1;48;0;0;3;0;16
1;1;111;0;0;5;0;16
4;1;57;0;0;4;0;16
1;1;111;0;0;3;0;16
3;1;65;0;0;3;1;16
4;1;56;0;0;4;1;16
1;1;111;0;0;5;0;16
3;1;66;0;0;3;0;16
4;1;44;0;0;3;0;16
1;1;109;0;0;3;0;15
4;1;48;0;0;4;1;16
1;1;110;0;0;3;0;16
3;1;66;0;0;3;0;16
3;1;66;0;0;3;0;16
1;1;109;0;0;3;0;16
4;1;56;0;0;3;0;16
3;1;65;0;0;3;0;16
3;2;14;0;0;79;0;16
2;1;84;0;0;3;0;16
4;1;47;0;0;4;1;16
1;1;111;0;0;3;1;16
4;1;48;0;0;3;1;16
3;1;65;0;0;3;0;16
3;1;65;0;0;3;0;16
3;1;65;0;0;3;0;16
3;1;66;0;0;13;1;16
2;2;30;0;0;2;0;16
2;1;82;0;0;3;0;16
4;1;48;0;0;4;0;16
1;2;54;0;0;8;0;16
2;1;83;0;0;3;1;16
3;1;65;0;0;3;0;16
1;1;109;0;0;5;0;16
4;1;47;0;0;3;0;16
1;1;110;0;0;3;0;16
2;1;84;0;0;3;0;16
2;1;83;0;0;4;0;16
2;1;82;0;0;3;0;16
4;1;47;0;0;4;0;16
2;2;32;0;0;3;0;16
2;2;30;0;0;2;1;16
2;1;82;0;0;3;1;16
3;1;66;0;0;3;1;16
4;2;14;0;0;120;79;16
4;1;47;0;0;4;1;16
2;2;30;0;0;2;0;16
1;1;110;0;0;5;1;16
3;1;65;0;0;3;1;16
3;2;10;0;0;79;0;16
1;1;111;0;0;6;0;16
4;1;48;0;0;4;0;16
3;2;14;0;0;87;23;16
2;1;83;0;0;4;0;16
2;1;84;0;0;4;1;16
3;1;66;0;0;3;1;16
1;2;53;0;0;4;1;16
1;1;108;0;0;3;1;16
4;1;56;0;0;3;0;16
4;1;47;0;0;4;0;16
4;1;57;0;0;4;1;16
2;1;83;0;0;3;1;16
2;1;82;0;0;3;0;16
1;1;107;0;0;3;0;16
2;2;30;0;0;2;0;16
2;1;83;0;0;3;0;16
4;2;14;0;0;81;0;16
1;1;111;0;0;5;0;16
3;1;65;0;0;3;0;16
1;1;107;0;0;3;0;16
1;1;111;0;0;3;0;16
2;1;82;0;0;3;0;16
2;1;83;0;0;3;0;16
3;1;66;0;0;3;1;16
4;1;48;0;0;4;0;16
3;1;65;0;0;3;0;16
2;1;83;0;0;4;1;16
