FIRMA;DIL;Login;WaitTime;WaitCount;CustomMaxAnswered;MEDIATION_DURATION;SAAT
4;1;38;0;0;84;0;21
4;2;8;344;3;292;507;21
4;1;38;14;1;69;28;21
2;2;28;338;10;447;299;21
4;1;44;0;1;84;2;21
4;1;44;6;2;84;14;21
1;2;30;523;13;520;457;21
1;2;33;299;12;417;488;21
4;1;44;31;2;84;0;21
1;2;35;277;13;417;382;21
1;1;48;0;0;114;21;21
4;1;38;0;0;84;0;21
3;1;25;0;0;124;37;21
3;2;11;166;4;299;276;21
2;1;57;0;0;76;0;21
2;2;27;262;11;371;469;21
2;1;55;7;2;93;17;21
3;1;23;0;0;82;6;21
2;1;56;0;0;76;30;21
1;2;35;90;4;227;108;21
3;1;24;0;0;124;0;21
2;1;53;0;0;20;1;21
4;1;44;0;0;84;0;21
2;1;55;28;2;93;18;21
3;2;11;196;5;299;223;21
1;1;49;69;3;114;46;21
2;1;56;0;0;93;1;21
4;1;44;2;1;84;23;21
3;1;23;26;2;82;18;21
2;1;57;0;0;85;0;21
2;1;57;0;0;89;0;21
4;1;42;0;0;24;25;21
4;1;44;0;0;84;0;21
2;2;27;255;10;414;287;21
2;1;57;0;0;93;0;21
4;1;38;0;0;84;1;21
4;1;43;3;2;37;53;21
4;1;44;24;1;69;12;21
1;1;49;37;4;54;95;21
2;2;27;364;13;414;279;21
2;2;28;273;10;447;369;21
2;1;57;0;0;78;0;21
4;1;38;0;0;84;0;21
1;1;48;0;0;114;17;21
4;1;44;0;0;84;0;21
1;2;31;336;14;358;546;21
2;2;27;250;8;371;428;21
4;1;44;0;0;84;39;21
2;1;54;2;2;51;78;21
1;2;35;178;12;297;411;21
2;1;54;0;0;3;1;21
3;1;22;33;2;82;30;21
4;1;43;0;0;119;0;21
3;1;25;0;0;124;25;21
4;1;42;19;2;28;35;21
4;1;44;0;0;84;1;21
2;2;27;285;12;414;394;21
4;1;34;0;0;84;1;21
4;1;34;0;0;84;1;21
4;1;44;0;0;84;1;21
2;2;27;306;13;414;393;21
3;2;11;199;5;307;263;21
4;1;44;0;0;84;0;21
4;1;42;0;0;12;15;21
2;1;55;11;1;93;10;21
3;2;11;230;4;610;279;21
4;1;44;14;1;69;13;21
2;1;56;13;2;93;36;21
4;2;8;259;3;292;548;21
1;1;53;0;0;67;0;21
4;1;38;7;2;69;30;21
1;1;50;9;2;54;81;21
1;2;35;213;13;417;461;21
2;1;55;1;1;93;20;21
2;2;28;317;11;447;352;21
4;1;38;0;0;84;1;21
1;2;29;120;5;227;89;21
2;1;55;15;2;93;10;21
4;1;31;0;0;3;0;21
1;2;35;206;12;417;295;21
2;1;56;15;3;93;57;21
4;1;44;51;4;69;43;21
1;2;35;214;12;417;334;21
2;1;54;0;0;51;0;21
2;1;54;0;0;3;1;21
1;1;51;0;0;50;0;21
3;1;22;0;0;82;40;21
2;2;27;293;13;414;426;21
4;1;44;0;0;84;0;21
2;1;56;0;0;93;0;21
3;1;23;10;1;82;56;21
1;1;53;0;0;24;10;21
4;1;38;18;2;69;25;21
1;2;35;204;11;417;258;21
2;1;55;6;1;93;10;21
2;1;55;18;1;93;14;21
2;1;56;0;0;93;0;21
2;1;56;31;4;93;42;21
4;2;8;282;3;292;720;21
2;1;53;0;0;105;1;21
4;1;43;54;5;37;30;21
4;1;32;0;0;37;7;21
4;1;44;22;3;69;84;21
1;2;35;277;12;417;231;21
3;1;22;0;0;82;2;21
2;2;27;316;10;414;321;21
4;1;44;31;3;69;50;21
4;1;44;0;0;3;1;21
2;2;27;344;12;414;282;21
1;2;33;287;12;417;527;21
1;1;48;30;1;114;104;21
4;1;37;22;2;37;46;21
3;1;24;44;1;124;76;21
4;2;8;91;2;331;185;21
2;1;56;14;2;93;36;21
2;1;55;48;2;93;10;21
2;1;55;2;1;93;4;21
1;2;35;280;12;297;293;21
3;2;11;208;4;299;166;21
3;2;11;150;4;401;263;21
2;1;54;0;0;3;0;21
3;1;24;19;1;124;6;21
2;2;28;334;9;447;361;21
3;1;22;0;0;82;8;21
3;2;11;165;4;307;174;21
1;1;50;0;0;50;0;21
4;1;42;0;0;37;0;21
4;1;43;0;0;3;0;21
3;2;11;187;4;610;305;21
4;1;37;0;0;104;0;21
4;2;8;122;3;331;186;21
2;2;31;106;5;251;196;21
4;1;38;21;2;69;65;21
3;2;11;113;4;307;212;21
2;1;55;45;3;93;56;21
1;2;33;300;13;417;518;21
1;2;35;279;11;417;221;21
1;1;50;0;1;54;14;21
1;1;49;74;4;114;48;21
1;1;53;0;0;28;0;21
2;1;55;52;3;93;46;21
4;1;38;18;2;69;30;21
4;1;36;0;0;12;23;21
2;1;54;0;0;3;5;21
4;1;44;17;3;69;55;21
2;1;55;53;5;93;75;21
2;1;55;7;2;93;38;21
3;1;21;0;0;82;2;21
1;2;35;240;12;417;208;21
2;1;55;9;1;93;3;21
4;1;38;30;2;69;23;21
4;1;38;13;1;69;57;21
3;1;22;8;1;82;25;21
2;1;53;26;3;51;82;21
2;1;54;0;0;51;32;21
1;2;35;275;11;417;211;21
3;2;11;110;2;514;244;21
2;1;54;0;0;4;1;21
4;1;44;36;3;69;4;21
3;2;11;230;4;307;298;21
2;1;54;13;2;51;28;21
4;1;36;4;2;37;68;21
2;1;53;57;5;79;70;21
3;1;23;22;2;82;104;21
2;2;28;273;10;447;396;21
4;1;43;0;0;3;1;21
2;1;55;0;0;45;0;20
2;1;54;65;3;93;53;21
3;1;22;33;2;82;25;21
3;1;22;28;2;82;38;21
2;1;54;0;0;3;0;21
3;2;10;148;1;234;131;21
4;1;44;5;1;69;19;21
3;2;11;211;4;307;292;21
2;1;54;9;1;51;14;21
2;2;28;283;11;447;413;21
4;1;42;3;1;37;3;21
2;1;54;0;0;3;0;21
4;1;38;35;2;69;39;21
3;1;22;7;2;82;41;21
2;1;54;67;4;93;55;21
3;1;27;108;4;111;53;21
2;1;54;2;1;7;49;21
4;1;44;46;4;69;31;21
2;1;53;22;1;51;56;21
1;1;52;0;0;119;17;20
2;2;28;291;9;414;341;21
4;1;44;51;4;69;35;21
4;1;44;33;2;69;31;21
4;1;38;43;3;55;64;21
2;1;54;0;0;3;0;21
3;2;11;228;4;307;178;21
4;1;36;32;2;30;18;21
2;2;31;49;1;251;89;21
1;2;35;205;12;417;439;21
2;1;53;24;2;51;57;21
1;2;35;186;13;417;298;21
2;1;54;0;0;3;3;21
1;1;53;0;0;24;9;21
1;1;49;0;0;54;9;21
3;1;21;0;0;82;0;21
4;1;31;0;0;3;1;21
2;2;28;330;8;447;349;21
2;1;53;0;0;91;0;21
2;1;54;24;2;51;9;21
4;1;42;0;0;4;0;21
4;1;43;26;4;37;45;21
4;1;38;43;3;55;21;21
1;2;35;210;13;417;300;21
1;2;35;242;11;417;220;21
3;2;11;226;4;585;155;21
2;2;28;300;9;447;367;21
3;2;11;122;3;401;232;21
2;1;53;73;6;79;63;21
2;1;54;2;2;51;19;21
1;2;35;84;4;227;36;21
2;2;28;319;10;447;310;21
3;1;22;0;0;82;0;21
4;1;42;0;0;3;1;21
4;1;43;0;0;72;0;21
4;1;38;0;0;119;0;21
4;1;36;0;0;37;0;21
1;1;52;0;0;28;1;21
1;1;53;0;0;28;0;21
4;2;8;72;2;331;199;21
1;2;35;176;12;417;307;21
4;2;8;57;2;291;278;21
4;1;44;0;0;3;0;21
2;2;28;223;9;447;337;21
2;1;54;14;1;7;36;21
2;1;54;5;1;51;32;21
1;1;49;0;0;54;0;21
1;2;35;290;16;295;409;21
4;1;36;0;0;24;28;21
1;1;50;1;1;54;42;21
4;1;42;1;1;28;35;21
4;2;8;280;3;331;101;21
4;1;42;0;0;24;11;21
4;1;44;0;0;3;1;21
1;2;35;175;11;417;297;21
2;2;30;164;7;239;311;21
2;1;53;0;0;105;0;21
1;1;51;0;0;28;1;21
3;2;11;148;4;401;267;21
1;1;53;0;0;24;0;21
2;2;30;166;3;251;187;21
2;1;54;0;0;3;0;21
3;1;23;0;0;82;55;21
3;1;22;0;0;82;5;21
4;1;42;0;0;4;0;21
3;1;23;0;0;53;2;21
1;1;53;0;0;24;1;21
4;1;38;0;0;3;0;21
4;1;36;0;0;3;1;21
4;1;37;0;0;3;0;21
2;2;27;399;10;408;320;21
2;2;28;287;10;447;347;21
4;1;36;0;0;3;0;21
2;1;54;0;0;3;0;21
3;2;11;318;4;610;282;21
1;1;53;0;0;24;0;21
2;1;53;0;0;105;1;21
4;1;42;0;0;3;0;21
3;2;11;97;1;234;38;21
2;1;52;0;0;9;0;21
2;1;54;0;0;4;1;21
1;2;35;274;12;297;286;21
2;1;54;0;0;3;0;21
2;1;54;0;0;3;0;21
1;1;52;0;0;66;1;21
1;2;35;271;16;283;374;21
2;1;53;0;0;105;0;21
4;1;42;0;0;3;1;21
4;1;37;0;0;104;0;21
4;2;8;46;1;220;253;21
1;1;53;0;0;24;0;21
4;1;36;0;0;3;0;21
3;2;11;250;4;610;177;21
2;1;52;0;0;105;0;21
4;1;42;0;0;3;2;21
4;1;42;0;0;4;10;21
1;1;53;0;0;24;1;21
2;2;28;290;10;447;324;21
1;2;35;285;11;417;222;21
3;1;23;0;0;53;0;21
3;2;11;294;4;610;168;21
3;1;23;0;0;53;62;21
2;1;54;0;0;3;1;21
4;1;42;0;0;104;0;21
1;2;35;253;14;283;352;21
4;1;42;0;0;3;1;21
4;1;43;0;0;3;0;21
3;1;23;0;0;53;33;21
3;1;23;0;0;53;1;21
2;1;53;0;0;105;0;21
1;1;52;0;0;24;1;21
1;2;35;107;8;227;282;21
2;1;54;0;0;3;0;21
1;1;53;0;0;28;0;21
2;1;54;0;0;4;0;21
2;2;28;437;11;436;398;21
4;2;8;242;2;331;91;21
2;1;52;0;0;9;0;21
2;1;53;0;0;105;0;21
4;1;43;0;0;11;0;21
2;2;30;181;11;239;445;21
4;1;43;0;0;3;0;21
1;2;35;71;4;227;73;21
2;2;28;394;10;400;229;21
1;1;53;0;0;24;4;21
4;1;37;0;0;3;1;21
1;1;53;0;0;28;1;21
4;1;43;0;0;11;1;21
4;1;37;0;0;3;0;21
2;1;52;0;0;105;0;21
4;1;38;0;0;119;0;21
4;1;37;0;0;119;0;21
3;2;11;202;4;610;258;21
4;1;42;26;2;71;37;21
2;2;28;425;11;436;360;21
3;2;11;296;3;610;242;21
1;1;53;0;0;50;0;21
3;1;23;0;0;53;1;21
4;1;43;0;0;11;1;21
1;1;53;0;0;79;1;21
4;1;38;0;0;3;0;21
2;1;53;0;0;12;0;21
2;2;30;204;10;239;399;21
2;1;53;0;0;12;1;21
1;2;35;279;12;417;224;21
3;2;11;4;1;229;89;20
1;2;35;366;13;354;244;21
2;1;52;0;0;105;0;21
4;1;37;0;0;3;0;21
3;2;11;438;3;610;241;21
2;1;54;0;0;172;0;21
1;2;34;257;14;217;205;21
1;1;52;0;0;50;0;21
2;1;53;0;0;105;0;21
2;1;53;0;0;105;1;21
3;1;22;0;0;53;28;21
3;2;10;0;0;234;19;21
2;1;53;0;0;91;1;21
2;2;30;136;4;251;188;21
4;1;44;0;0;3;0;21
4;1;37;0;0;119;1;21
4;1;42;0;0;104;1;21
1;1;52;0;0;50;0;21
4;2;8;187;3;331;227;21
1;2;35;180;13;297;406;21
2;2;28;301;10;345;331;21
2;2;28;273;10;345;289;21
2;2;28;207;12;239;418;21
1;1;51;0;0;50;0;21
1;2;35;296;13;297;312;21
4;1;37;0;0;52;0;21
4;1;42;0;0;88;1;21
3;1;22;0;0;187;1;21
2;2;28;323;8;345;298;21
2;1;53;0;0;105;0;21
1;1;53;0;0;50;15;21
4;2;8;143;3;331;150;21
1;1;52;0;0;93;3;21
1;2;35;277;12;297;298;21
1;1;52;0;0;107;11;21
1;2;29;247;13;283;284;21
1;2;35;163;10;227;295;21
1;2;35;122;7;206;187;20
2;1;54;33;3;172;67;21
4;2;8;196;3;331;242;21
4;2;8;139;2;331;70;21
3;1;22;0;0;53;26;21
2;1;55;89;10;93;146;21
2;2;32;73;5;219;124;20
3;1;22;0;0;187;10;21
4;1;41;36;5;79;89;21
1;2;35;142;10;205;256;21
4;1;43;83;3;119;50;21
1;1;53;0;0;171;1;21
1;2;35;261;15;283;378;21
4;1;43;0;0;119;1;21
2;1;52;0;0;105;0;21
1;1;53;31;3;171;59;21
4;2;8;228;3;255;179;21
4;1;43;0;0;119;0;21
1;2;35;95;5;190;101;20
2;2;28;300;9;345;284;21
3;1;22;0;0;187;1;21
3;1;25;0;0;187;1;21
1;1;53;0;0;107;4;21
1;2;35;135;10;205;266;21
1;1;53;0;0;109;0;21
4;1;44;0;0;119;0;21
2;1;55;33;6;93;152;21
3;2;10;464;3;610;226;21
4;2;8;68;1;331;193;21
1;1;52;2;1;119;50;20
1;2;35;84;5;227;68;21
4;1;37;0;0;119;1;21
4;1;41;103;7;91;74;21
4;1;38;0;0;119;0;21
2;2;30;208;11;239;434;21
3;1;32;38;2;101;43;21
2;1;54;23;4;172;71;21
1;2;34;270;15;269;276;21
2;2;30;194;10;239;407;21
1;2;35;217;12;217;199;21
1;2;34;266;14;269;203;21
1;2;35;147;10;227;273;21
2;1;51;0;0;153;1;21
3;1;23;0;0;187;0;21
4;1;41;83;5;82;81;21
3;2;10;270;3;202;440;21
1;1;53;0;0;107;1;21
3;1;23;0;0;187;0;21
2;1;52;0;0;172;0;21
2;1;54;108;7;172;79;21
1;2;35;6;2;227;131;21
4;1;43;0;0;104;0;21
3;2;10;194;2;202;512;21
2;2;30;168;8;239;307;21
2;2;30;182;9;239;337;21
2;1;56;38;2;93;35;21
1;1;52;0;0;93;0;21
2;2;30;164;7;251;220;21
2;2;31;119;2;251;53;21
4;1;43;0;0;104;0;21
4;2;8;120;2;220;264;21
1;1;51;135;9;134;107;21
1;2;35;67;4;227;155;21
2;1;56;31;3;50;30;20
3;2;10;76;1;202;584;21
4;1;41;18;3;71;16;21
2;1;50;0;0;172;0;21
2;1;50;0;0;172;0;21
2;1;53;44;3;172;32;21
2;2;31;53;2;251;89;21
1;1;52;15;2;119;43;20
2;2;31;83;4;251;176;21
4;1;43;0;0;119;0;21
2;2;30;170;7;251;330;21
4;2;8;0;0;320;108;21
2;1;55;39;6;93;164;21
2;1;52;0;0;172;8;21
1;1;52;0;0;171;1;21
4;1;37;0;0;119;1;21
1;1;53;0;0;165;0;21
1;1;53;0;0;171;27;21
4;1;43;0;0;119;1;21
1;1;52;0;0;171;12;21
1;1;53;0;0;112;1;21
1;1;53;0;0;171;0;21
2;1;54;136;7;170;90;21
3;1;25;0;0;187;11;21
1;2;35;23;2;227;129;21
3;1;25;10;1;187;39;21
1;1;53;0;0;171;0;21
1;1;52;0;0;171;8;21
1;2;35;141;9;227;254;21
3;1;23;0;0;187;0;21
1;1;52;0;0;171;1;21
1;1;53;0;0;171;0;21
2;2;30;200;9;239;323;21
4;1;44;0;0;119;1;21
1;2;35;97;4;190;149;20
2;1;52;0;0;172;0;21
1;2;35;59;3;227;151;21
4;1;36;0;0;38;1;20
2;1;52;0;0;172;1;21
2;1;54;19;1;172;34;21
1;1;53;0;0;171;48;21
4;1;43;0;0;119;0;21
1;1;52;0;0;171;0;21
3;2;10;55;1;202;608;21
2;2;32;50;7;170;250;20
3;1;22;0;0;187;0;21
2;1;55;162;7;165;89;21
1;2;35;145;9;227;293;21
4;1;43;0;0;119;9;21
2;1;53;42;2;172;25;21
4;1;41;34;4;79;85;21
1;1;54;0;0;25;1;20
4;2;8;250;3;166;194;21
2;2;30;134;3;251;161;21
2;1;54;0;0;172;6;21
1;1;51;0;0;171;0;21
3;1;26;29;5;111;185;21
1;1;50;51;3;119;53;21
3;1;25;0;0;187;1;21
1;1;53;62;5;171;73;21
1;1;52;0;0;171;27;21
2;1;54;17;3;172;40;21
1;1;52;72;6;171;40;21
1;1;53;98;7;171;53;21
3;1;23;0;0;187;1;21
1;2;35;103;7;227;268;21
2;1;55;23;5;93;144;21
2;1;54;0;0;172;35;21
4;1;37;0;0;119;1;21
4;1;37;0;0;119;0;21
4;1;43;0;0;119;0;21
1;1;52;0;0;171;0;21
2;2;32;63;5;219;123;20
4;1;41;75;4;119;53;21
1;1;53;82;7;171;59;21
2;1;53;46;4;172;44;21
4;2;8;0;0;372;299;20
4;2;8;98;2;220;329;21
3;1;24;0;0;187;35;21
1;2;35;89;5;227;138;21
4;1;41;73;4;87;84;21
1;1;52;0;0;171;0;21
4;2;8;38;1;320;164;21
2;2;30;136;5;251;197;21
4;1;42;27;2;57;59;20
1;2;38;0;0;121;0;20
3;1;25;0;0;187;1;21
3;1;26;61;5;111;176;21
1;2;35;0;0;227;6;21
1;2;35;137;3;206;78;20
4;1;37;0;0;119;1;21
1;2;35;83;5;227;75;21
3;1;39;0;0;28;30;20
4;1;35;61;5;79;98;21
1;2;35;47;4;227;161;21
4;2;8;25;1;320;86;21
4;2;8;3;1;320;52;21
1;1;53;56;2;171;26;21
4;1;42;18;1;57;47;20
3;1;25;0;0;187;0;21
4;1;35;63;5;119;47;21
1;2;35;127;4;159;183;20
3;1;26;75;4;111;124;21
4;1;37;0;0;119;1;21
4;1;43;0;0;119;0;21
1;1;53;17;2;171;23;21
1;2;35;133;8;227;255;21
1;2;35;90;4;227;134;21
4;1;43;0;0;119;5;21
4;1;36;29;4;119;69;21
1;1;50;67;5;119;120;21
3;1;25;37;1;187;44;21
2;1;53;0;0;45;0;20
1;2;35;132;6;190;225;20
4;1;35;61;5;79;94;21
3;1;25;0;0;187;4;21
4;1;42;32;4;119;78;21
4;1;41;18;2;57;62;20
3;1;25;0;0;187;16;21
1;1;53;34;4;171;59;21
3;2;10;0;0;234;200;21
1;1;51;124;9;133;110;21
3;1;26;57;4;111;129;21
3;1;28;78;3;111;76;21
4;1;35;35;4;119;36;21
2;2;31;48;2;219;103;20
4;2;8;82;1;320;110;21
3;1;39;22;2;101;86;20
4;1;41;57;4;119;48;21
2;1;55;45;8;93;168;21
2;2;31;100;5;189;154;20
2;1;54;146;7;172;86;21
4;1;36;26;4;119;102;21
4;1;41;39;5;119;35;21
4;1;35;46;4;119;50;21
2;2;31;15;2;251;135;21
2;2;31;57;3;251;111;21
4;1;41;16;2;71;17;21
4;1;42;0;0;38;0;20
4;1;35;56;3;119;46;21
2;1;55;123;9;97;135;21
3;1;26;53;3;111;117;21
3;1;26;69;3;111;37;21
4;1;42;28;3;71;77;21
1;1;51;104;5;171;91;21
4;1;41;73;3;119;29;21
1;2;35;180;4;216;118;21
2;2;31;93;5;251;173;21
4;1;41;41;4;119;72;21
1;1;53;51;3;171;76;21
2;2;32;147;3;150;116;20
2;1;54;31;3;37;35;20
4;1;42;14;2;38;36;20
2;1;55;57;4;93;38;21
1;1;53;69;6;171;70;21
1;2;35;210;5;170;121;20
3;1;32;37;3;101;52;21
4;1;35;20;2;79;53;21
2;2;32;181;5;150;189;20
4;1;36;0;0;38;7;20
3;1;32;25;1;101;73;21
1;2;35;46;2;227;105;21
2;1;55;1;1;93;6;21
4;1;41;73;4;87;72;21
3;1;27;66;3;111;72;21
2;1;55;0;0;93;4;21
2;1;55;17;5;93;96;21
1;1;50;55;4;119;121;21
2;1;56;26;3;48;43;20
4;2;8;132;1;372;94;20
1;2;35;59;4;206;76;20
3;2;11;94;1;234;134;20
1;2;35;101;6;206;149;20
2;1;55;0;0;93;5;21
2;1;55;0;0;93;9;21
2;1;56;0;0;48;0;20
2;1;55;47;3;65;83;21
1;2;35;39;2;87;122;20
3;2;11;47;1;234;152;20
1;2;35;134;5;206;136;20
2;2;31;87;2;139;153;20
4;1;41;1;1;71;52;21
3;1;32;5;1;101;79;21
4;1;42;35;4;71;74;21
1;2;35;52;5;200;89;20
1;1;56;0;0;52;0;20
4;1;37;0;0;57;9;20
3;1;27;68;4;111;64;21
3;1;39;0;0;28;0;20
2;2;31;92;2;251;52;21
1;1;52;25;3;119;35;20
2;2;31;98;5;189;217;20
4;1;35;26;3;79;73;21
2;1;55;0;0;93;0;21
4;1;35;47;5;79;118;21
2;1;55;11;3;93;43;21
2;1;56;22;4;50;50;20
4;2;8;52;1;162;77;20
4;1;41;31;3;71;29;21
4;1;41;36;4;79;79;21
2;1;56;40;3;93;36;21
4;1;41;15;3;71;14;21
2;1;55;37;6;93;146;21
1;1;54;0;0;19;0;20
4;1;41;0;0;71;46;21
2;1;56;36;1;93;25;21
2;2;31;119;4;219;115;20
4;1;42;0;1;71;56;21
2;2;32;0;0;39;42;20
4;1;35;7;2;71;48;21
1;2;35;49;4;206;124;20
4;2;8;0;0;320;7;21
3;1;40;27;1;101;25;20
2;1;55;11;2;93;13;21
3;1;31;25;3;101;101;21
1;2;35;4;2;227;49;21
4;1;42;0;0;57;1;20
1;2;35;101;2;227;19;21
4;1;42;0;0;71;0;21
4;2;8;0;0;372;108;21
3;1;39;8;1;101;57;20
4;1;41;18;1;79;32;21
1;2;35;105;5;190;158;20
3;2;11;94;2;234;76;20
4;1;42;0;0;71;34;21
2;2;32;117;5;219;91;20
2;2;32;73;5;219;127;20
4;2;8;28;1;372;319;20
4;2;8;30;1;162;57;20
1;2;35;67;3;206;53;20
3;1;39;8;1;101;74;20
4;1;42;29;2;38;45;20
1;2;35;80;3;227;93;21
1;2;35;2;1;227;23;21
3;1;39;0;0;101;14;20
4;1;41;0;0;71;1;21
1;1;52;13;1;119;6;20
1;2;35;79;4;206;58;20
2;2;31;105;2;251;98;21
3;2;11;188;2;194;43;20
4;1;37;0;0;57;0;20
1;2;35;112;5;190;214;20
2;2;31;96;1;219;24;20
3;1;32;33;2;101;32;21
3;1;39;39;2;101;27;20
1;2;35;140;4;170;165;20
1;2;35;126;6;200;144;20
3;1;39;29;1;101;24;20
4;1;36;0;0;38;1;20
1;1;53;20;4;119;68;20
1;2;35;15;2;206;68;20
2;2;32;44;6;170;148;20
3;1;39;22;2;101;65;20
2;1;55;61;4;65;76;21
4;1;36;10;1;57;69;20
2;1;56;29;2;48;48;20
3;1;40;0;0;3;0;20
4;1;37;0;0;57;4;20
4;1;42;0;0;38;2;20
2;1;56;23;2;50;55;20
2;1;53;0;0;45;0;20
2;1;56;0;0;48;11;20
3;1;32;27;2;101;41;21
3;1;39;0;0;101;4;20
2;1;56;2;1;48;30;20
3;2;11;30;1;219;133;20
2;1;55;15;1;48;15;20
3;1;39;0;0;4;0;20
2;2;32;111;5;219;56;20
1;1;53;16;2;36;19;20
1;2;35;0;0;227;0;21
4;1;42;6;1;57;29;20
4;1;35;45;4;71;22;21
4;1;32;0;0;38;11;20
2;1;56;48;4;50;91;21
1;2;35;29;1;206;26;20
1;2;35;68;3;206;106;20
3;1;40;0;0;43;0;20
1;1;53;7;1;37;24;20
2;1;56;30;4;52;88;21
4;1;35;54;1;61;31;20
2;2;31;38;1;219;41;20
4;1;35;7;1;71;34;21
2;2;32;155;4;150;122;20
2;1;56;25;4;50;62;20
4;2;8;0;0;372;1;21
4;1;42;14;2;38;55;20
2;2;32;26;4;219;139;20
2;1;56;23;3;50;61;20
3;1;39;0;0;101;14;20
3;1;39;0;0;101;0;20
2;1;54;22;2;37;28;20
2;2;32;72;3;219;93;20
2;1;55;9;1;11;35;20
4;1;43;0;1;57;37;20
1;1;53;20;4;119;45;20
4;1;37;0;0;57;30;20
1;2;35;141;5;159;204;20
1;2;35;125;5;190;157;20
2;2;32;71;5;219;101;20
3;1;39;30;4;101;89;20
4;1;36;0;0;38;1;20
3;1;39;0;0;28;0;20
4;1;41;0;0;71;7;21
2;1;56;0;0;48;0;20
2;1;56;24;2;50;36;20
1;1;53;0;0;119;14;20
3;2;11;38;1;229;232;20
1;2;29;93;5;190;124;20
1;2;35;74;4;200;119;20
3;2;11;17;1;229;86;20
4;1;43;41;2;57;35;20
2;2;32;26;5;219;119;20
3;2;11;200;1;219;62;20
4;1;43;20;1;57;21;20
2;2;30;42;3;124;68;20
2;2;32;115;4;219;47;20
4;1;37;0;0;57;0;20
3;1;39;0;0;28;0;20
2;1;54;0;0;19;0;20
4;2;8;272;1;372;219;20
3;1;39;0;0;28;7;20
3;1;39;12;1;101;2;20
4;1;42;0;0;38;13;20
4;2;8;7;1;162;64;20
3;1;39;0;0;101;0;20
1;1;54;3;1;37;1;20
1;2;35;64;5;206;106;20
3;1;39;0;0;101;31;20
4;1;42;25;1;57;9;20
1;1;52;0;0;119;1;20
1;1;52;14;2;119;37;20
4;2;8;36;1;162;45;20
3;1;40;26;3;43;99;20
1;2;35;94;2;206;39;20
1;2;35;156;6;200;123;20
4;1;43;37;1;57;27;20
1;2;35;48;4;206;100;20
3;1;39;0;0;101;45;20
3;1;39;20;1;101;27;20
1;1;53;14;1;19;19;20
4;1;42;0;0;57;1;20
2;2;31;63;2;219;77;20
2;2;31;0;0;48;0;20
3;2;11;36;1;234;106;20
2;1;56;0;0;48;16;20
2;1;56;21;1;48;31;20
2;1;56;0;0;48;1;20
1;2;35;85;2;206;27;20
4;1;43;3;1;57;4;20
2;2;32;111;3;219;52;20
2;1;56;10;1;48;31;20
1;1;53;3;1;119;3;20
2;1;55;19;2;40;30;20
3;1;39;0;0;28;0;20
2;2;32;93;5;219;99;20
4;1;36;0;0;82;1;20
2;1;56;0;0;48;3;20
2;1;53;0;0;19;0;20
1;2;35;57;4;206;117;20
3;1;40;23;2;43;41;20
2;2;32;0;0;44;0;20
2;2;32;112;5;219;95;20
3;1;39;0;0;28;0;20
4;1;43;0;0;38;0;20
1;1;53;0;0;119;18;20
1;1;57;0;0;52;10;20
2;2;32;92;4;219;56;20
2;1;53;0;0;19;6;20
1;2;35;30;2;206;35;20
2;1;56;3;1;48;6;20
4;1;37;0;0;57;5;20
3;2;11;0;0;229;0;20
2;1;56;0;0;48;0;20
1;2;35;141;4;206;87;20
2;2;32;63;3;219;75;20
2;1;53;0;0;45;1;20
3;1;39;0;0;101;18;20
2;1;56;0;1;48;27;20
1;1;53;23;3;36;22;20
4;1;43;0;0;38;1;20
2;2;32;69;4;219;118;20
3;1;40;35;2;43;63;20
4;1;42;44;1;57;3;20
2;1;55;13;1;40;47;20
2;2;31;71;4;189;203;20
3;1;39;0;0;28;0;20
4;1;42;6;1;38;13;20
4;1;42;32;1;57;12;20
1;2;35;80;6;190;139;20
4;1;42;19;1;57;28;20
4;2;8;0;0;143;140;20
1;1;62;0;0;33;0;20
3;1;40;0;0;43;0;20
2;2;31;64;3;219;71;20
1;1;61;0;0;33;0;20
2;1;53;0;0;45;0;20
1;1;55;0;0;52;0;20
3;1;39;0;0;28;10;20
2;1;55;0;0;45;2;20
4;1;32;1;1;38;26;20
1;1;53;21;2;36;35;20
1;1;53;0;0;19;17;20
2;1;55;23;3;40;30;20
2;2;31;102;2;219;93;20
1;2;35;20;2;206;82;20
3;1;40;5;1;43;34;20
2;1;55;0;0;45;0;20
3;1;40;35;2;43;26;20
2;2;30;146;6;189;168;20
1;1;53;0;0;19;10;20
2;1;54;0;0;45;2;20
3;2;11;0;0;111;58;20
1;1;53;4;2;36;35;20
3;2;11;15;1;267;3;20
3;2;11;85;1;229;106;20
2;1;55;25;3;27;30;20
2;1;53;0;0;45;0;20
2;1;55;6;1;9;26;20
1;2;35;84;3;200;80;20
4;1;42;0;0;38;1;20
2;1;56;0;0;45;0;20
4;1;42;0;0;38;1;20
3;2;11;71;1;229;217;20
3;1;39;0;0;4;0;20
2;1;55;0;0;8;0;20
4;1;42;10;1;38;19;20
1;1;53;0;0;25;0;20
3;2;11;78;2;267;194;20
1;1;54;0;0;25;0;20
3;1;39;0;0;4;0;20
4;1;36;0;0;38;1;20
3;2;11;0;0;229;26;20
3;1;39;0;0;28;1;20
3;1;39;0;0;4;3;20
1;2;35;25;2;206;70;20
3;1;39;0;1;16;26;20
4;1;42;0;0;38;14;20
1;2;35;139;6;206;87;20
2;1;55;0;0;45;0;20
4;1;37;0;0;38;0;20
